Offset,PID,Handle,Access,Type,Details,
0x82224c20,696,0x24c,0x100003,Semaphore,,
0x822247f8,696,0x250,0x100003,Semaphore,,
0x822243d0,696,0x254,0x100003,Semaphore,,
0x821abeb0,696,0x258,0x100003,Semaphore,,
0x82223d20,696,0x25c,0x1f0003,Event,,
0x81f9d668,696,0x260,0x1f0003,Event,,
0x822238f0,696,0x264,0x100003,Semaphore,,
0x8222a660,696,0x268,0x100003,Semaphore,,
0x822234c8,696,0x26c,0x100003,Semaphore,,
0x821aac20,696,0x270,0x100003,Semaphore,,
0x82429198,696,0x274,0x1f0003,Event,crypt32LogoffEvent,
0x82513fd8,696,0x278,0x1f0003,IoCompletion,,
0x82434798,696,0x27c,0x1f0003,Event,,
0xe197d328,696,0x280,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\SECURITYPROVIDE,
0x82511fb0,696,0x284,0x1f0003,IoCompletion,,RS\WDIGEST
0x82513fd8,696,0x288,0x1f0003,IoCompletion,,
0x81fcb368,696,0x290,0x100003,Semaphore,,
0x824bd8f8,696,0x294,0x1f0003,Event,,
0x821b9020,696,0x298,0x1f03ff,Thread,TID 768 PID 696,
0xe15ffa68,696,0x29c,0x1f0001,Port,audit,
0x825233d0,696,0x2a0,0x1f0003,Event,,
0x8218fda0,696,0x2a4,0x1f03ff,Thread,TID 772 PID 696,
0xe15d08a0,696,0x2a8,0x1f0001,Port,securityevent,
0x820bb540,696,0x2ac,0x1f0003,Event,,
0x82195020,696,0x2b0,0x1f03ff,Thread,TID 776 PID 696,
0x81f86020,696,0x2b4,0x1f03ff,Thread,TID 780 PID 696,
0x8233a028,696,0x2b8,0x12019f,File,\Device\KsecDD,
0xe16bdf68,696,0x2bc,0x1f0001,Port,LsaAuthenticationPort,
0xe1c54468,696,0x2c0,0x1f0001,Port,,
0x81f68020,696,0x2c4,0x478,Process,lsass.exe(696),
0xe19e34a8,696,0x2c8,0x1f0001,Port,,
0x8217a128,696,0x2cc,0x478,Process,winlogon.exe(640),
0xe1981ef0,696,0x2d0,0x1f0001,Port,,
0x8217a128,696,0x2d4,0x478,Process,winlogon.exe(640),
0x823d8f50,696,0x2d8,0x21f0003,Semaphore,,
0x8250ca88,696,0x2dc,0x1f0003,Event,LSA_RPC_SERVER_ACTIVE,
0x824ac4c0,696,0x2e0,0x1f0003,Event,,
0xe1c4de40,696,0x2e4,0x11,Key,MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\PROTECT\PROV,
0x8250ca48,696,0x2e8,0x1f0003,Event,,IDERS\DF9D8CD0-1501-11D1-8C7A-00C04FC297EB
0xe15d0cc8,696,0x2ec,0x1f0001,Port,protected_storage,
0x81fa0168,696,0x2f0,0x1f0003,Event,,
0x8219e020,696,0x2f4,0x1f03ff,Thread,TID 796 PID 696,
0x8234bec0,696,0x2f8,0x12019f,File,\Device\NamedPipe\protected_storage,
0x820b9748,696,0x2fc,0x12019f,File,\Device\NamedPipe\protected_storage,
0x8232f5b0,696,0x300,0x1f0003,Event,,
0x824fe390,696,0x304,0x1f0003,Event,,
0xe19ee4a0,696,0x308,0x1f0001,Port,,
0x81f68020,696,0x30c,0x478,Process,lsass.exe(696),
0xe1c5e1a0,696,0x310,0x1f0001,Port,,
0x81f68020,696,0x314,0x478,Process,lsass.exe(696),
0x824fe390,696,0x318,0x1f0003,Event,,
0x824fe390,696,0x31c,0x1f0003,Event,,
0x8247ab60,696,0x320,0x100003,Semaphore,,
0x81f7a258,696,0x324,0x100003,Semaphore,,
0x824fe358,696,0x328,0x21f0003,Semaphore,,
0x81f69ed0,696,0x32c,0x100003,Semaphore,,
0x81f69e98,696,0x330,0x100003,Semaphore,,
0xe19b6b00,696,0x334,0x1f0001,Port,,
0x825c8830,696,0x338,0x478,Process,System(4),
0xe19f0498,696,0x33c,0x1f0001,Port,,
0x82321a80,696,0x340,0x1f0003,Event,,
0x821f1f60,696,0x344,0x1f0003,Event,,
0x82068aa0,696,0x348,0x1f0001,Mutant,,
0x82068a70,696,0x34c,0x1f0003,Event,,
0x823e3d30,696,0x350,0x1f0001,Mutant,,
0x823e3d00,696,0x354,0x1f0003,Event,,
0x82067810,696,0x358,0x1f0001,Mutant,,
0x825107a0,696,0x364,0x100000,Event,userenv: Machine Group Policy has been applied,
0x81f84ad0,696,0x368,0x1f0003,Event,,
0x823abd48,696,0x370,0x100003,Semaphore,,
0x81f6bab0,696,0x37c,0x1f0003,Event,,
0x81f6ba80,696,0x380,0x1f0003,Event,,
0x81f6b688,696,0x384,0x1f0003,Event,,
0x81f6b650,696,0x388,0x100003,Semaphore,,
0x82178dd8,696,0x38c,0x100003,Semaphore,,
0xe198e1c0,696,0x390,0x2001f,Key,MACHINE\SAM\SAM,
0xe19861e8,696,0x394,0x3001f,Key,MACHINE\SAM\SAM\RXACT,
0xe197dbc0,696,0x398,0x2001f,Key,MACHINE\SAM\SAM\DOMAINS\BUILTIN,
0xe19cb458,696,0x39c,0x2001f,Key,MACHINE\SAM\SAM\DOMAINS\ACCOUNT,
0xe16491e0,696,0x3a0,0xf01ff,Token,,
0x82333dc8,696,0x3a4,0xa84,WmiGuid,,
0x824bce48,696,0x3a8,0x1f0003,Event,,
0x81f6aea8,696,0x3ac,0x100002,Event,SAM_SERVICE_STARTED,
0x81f7ad00,696,0x3b0,0x1f0003,Event,,
0x82198020,696,0x3b4,0x1f03ff,Thread,TID 844 PID 696,
0xe19d3468,696,0x3b8,0x1f0001,Port,,
0x82070e98,696,0x3c4,0x1f0003,Event,,
0xe197cd10,696,0x3c8,0x1f0001,Port,,
0x821aa020,696,0x3cc,0x478,Process,svchost.exe(868),
0xe19ee020,696,0x3d0,0x1f0001,Port,,
0x821aa020,696,0x3d4,0x478,Process,svchost.exe(868),
0xe1c8a490,696,0x3d8,0x1f0001,Port,,
0x8222f020,696,0x3dc,0x478,Process,services.exe(684),
0xe1c93468,696,0x3e0,0x1f0001,Port,,
0xe19f7958,696,0x3e4,0xf01ff,Token,,
0x8217a128,696,0x3e8,0x478,Process,winlogon.exe(640),
0xe1c81808,696,0x3ec,0x1f0001,Port,,
0x821a6020,696,0x3f0,0x1f03ff,Thread,TID 804 PID 696,
0xe1c83470,696,0x3f4,0x2020019,Key,USER,
0x8251f578,696,0x3f8,0x1f0003,Event,,
0x81fa4020,696,0x3fc,0x1f03ff,Thread,TID 712 PID 696,
0x8251ec58,696,0x400,0x1f0003,Event,,
0xe1c831d0,696,0x404,0x1f0001,Port,,
0xe197f248,696,0x40c,0x1f0001,Port,,
0x82191ab0,696,0x410,0x478,Process,svchost.exe(948),
0x81fca308,696,0x41c,0x478,Process,svchost.exe(1040),
0x820b9c58,696,0x420,0x1f0003,Event,,
0x82535300,696,0x424,0x1f03ff,Thread,TID 1124 PID 696,
0x82441a50,696,0x428,0x12019f,File,\Device\NamedPipe\lsass,
0x824bcab0,696,0x42c,0x100003,Event,,
0xe1c88468,696,0x430,0xf01ff,Token,,
0x82321238,696,0x434,0x1f0003,Event,,
0x824293b8,696,0x438,0x1f03ff,Thread,TID 1304 PID 696,
0x821b31f0,696,0x444,0x21f0003,Event,,
0xe1c8adf8,696,0x448,0x1f0001,Port,,
0x821ae1c0,696,0x450,0x100003,Event,,
0x82510bb8,696,0x460,0x100003,Event,,
0x8217a128,696,0x468,0x478,Process,winlogon.exe(640),
0xe1dbad00,696,0x46c,0x1f0001,Port,,
0x81fca308,696,0x470,0x478,Process,svchost.exe(1040),
0xe1ed0d48,696,0x478,0xf01ff,Token,,
0xe1dbd2c0,696,0x47c,0x1f0001,Port,,
0x81fca308,696,0x480,0x478,Process,svchost.exe(1040),
0x81f8b228,696,0x484,0x478,Process,explorer.exe(1524),
0xe1cfdf68,696,0x48c,0x1f0001,Port,,
0xe1c90258,696,0x49c,0x1f0001,Port,,
0x81fca308,696,0x4a0,0x478,Process,svchost.exe(1040),
0x82398b80,696,0x4a8,0x12019f,File,\Device\NamedPipe\lsass,
0xe1c94900,696,0x4ac,0x1f0001,Port,,
0xe2133570,696,0x4b0,0x1f0001,Port,,
0x821b53c0,696,0x4b4,0x478,Process,svchost.exe(140),
0x820bab00,696,0x4b8,0x1f0003,Event,,
0x8222e020,696,0x4bc,0x1f03ff,Thread,TID 720 PID 696,
0xe1f56f68,696,0x4c0,0x1f0001,Port,,
0x822114b8,696,0x4c4,0x12019f,File,\Device\NamedPipe\lsass,
0x81fca308,696,0x4c8,0x478,Process,svchost.exe(1040),
0xe1f29758,696,0x4cc,0x1f0001,Port,,
0x82227980,696,0x4d4,0x478,Process,svchost.exe(212),
0x824ad2d0,696,0x4d8,0x12019f,File,\Device\IPSEC,
0x822202a0,696,0x4dc,0xa84,WmiGuid,,
0x821b8ef8,696,0x4e0,0x1f0003,Event,,
0x823fd7a0,696,0x4e4,0x1f03ff,Thread,TID 392 PID 696,
0x81f686a8,696,0x4e8,0x1f0003,Event,,
0x81f68678,696,0x4ec,0x1f0003,Event,IPSEC_POLICY_CHANGE_EVENT,
0x81f68638,696,0x4f0,0x1f0003,Event,,
0x81f68608,696,0x4f4,0x1f0003,Event,,
0x81f685d8,696,0x4f8,0x1f0003,Event,IPSEC_POLICY_CHANGE_NOTIFY,
0x82180bc8,696,0x4fc,0x1f0003,Event,,
0x82180b98,696,0x500,0x1f0003,Event,IPSEC_GP_REFRESH_EVENT,
0x823fd7a0,696,0x504,0x1f03ff,Thread,TID 392 PID 696,
0x82180b28,696,0x508,0x1f0003,Event,,
0x82226bd0,696,0x50c,0x1f0003,Event,,
0x81f9f730,696,0x510,0x1f01ff,File,\Device\Afd\Endpoint,
0x82226ba0,696,0x514,0x1f0003,Event,,
0x8208bd38,696,0x518,0x1200a0,File,\Device\Tcp,
0x81f88230,696,0x51c,0x478,Process,svchost.exe(1180),
0xe1f110a8,696,0x520,0x1f0001,Port,,
0x824b7f28,696,0x524,0x1f0003,Event,,
0x821aee60,696,0x528,0x1f0003,Event,PS_SERVICE_STARTED,
0xe1f342c0,696,0x52c,0x1f0001,Port,,
0x81fca308,696,0x530,0x478,Process,svchost.exe(1040),
0x82231070,696,0x534,0x1f0003,Event,,
0xe1f352e8,696,0x538,0xf01ff,Token,,
0x82195dc8,696,0x53c,0x1f0003,Event,,
0x82195d98,696,0x540,0x1f0003,Event,,
0x8218db78,696,0x544,0x12019f,File,\Device\IPSEC,
0xe1f47760,696,0x548,0x11,Key,MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\IPSEC,
0x82195d68,696,0x54c,0x1f0003,Event,,
0x8217e5e0,696,0x550,0x1f0003,Event,,
0xe1f17020,696,0x554,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\NETWORKACCESSPROTECTION\N,
0x82198d38,696,0x558,0x1f0003,Event,,APCLIENT
0x82192d10,696,0x55c,0x1f01ff,File,\Device\Afd\Endpoint,
0x82192c78,696,0x560,0x1f01ff,File,\Device\Udp,
0x821984e8,696,0x564,0x1f0003,Event,,
0xe1f56020,696,0x568,0x1f0001,Port,,
0x823fd1b8,696,0x56c,0x1f0003,Event,,
0x81f84c38,696,0x570,0x1f03ff,Thread,TID 764 PID 696,
0x823ba280,696,0x588,0x1f01ff,File,\Device\Afd\Endpoint,
0x81f84ba8,696,0x58c,0x1f01ff,File,\Device\Udp,
0xe22ef368,696,0x590,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\LSA,
0x81f84b00,696,0x598,0x1f0003,Event,,
0x8251dc30,696,0x59c,0x1f0003,Event,,
0x8251dc60,696,0x5a0,0x100003,Event,,
0x8251dba0,696,0x5a4,0x1f01ff,File,\Device\Afd\Endpoint,
0x8251db08,696,0x5a8,0x1f01ff,File,\Device\RawIp\255,
0x81f7e988,696,0x5ac,0x1f03ff,Thread,TID 816 PID 696,
0x82435cc0,696,0x5b0,0x1f0003,Event,,
0x823a4330,696,0x5b4,0x1f03ff,Thread,TID 700 PID 696,
0x82435bc8,696,0x5b8,0x1f0003,Timer,,
0x821ca020,696,0x5bc,0x1f03ff,Thread,TID 136 PID 696,
0x82325c08,696,0x5c4,0x1f03ff,Thread,TID 452 PID 696,
0x822326a0,696,0x5c8,0x1f0003,Event,,
0xe1f17d18,696,0x5cc,0x1f0001,Port,,
0x81f8ba80,696,0x5d0,0x478,Process,vmtoolsd.exe(380),
0x8217c1a0,696,0x5d4,0x1f0003,Event,,
0x82235468,696,0x5d8,0x12019f,File,\Device\NamedPipe\lsass,
0xe1f57020,696,0x5dc,0x1f0001,Port,,
0x8250f7d0,696,0x5e0,0x100000,Event,userenv: User Group Policy has been applied,
0xe1f87270,696,0x5e8,0x1f0001,Port,,
0x81f76b10,696,0x5ec,0x478,Process,spoolsv.exe(1556),
0xe21eff68,696,0x5fc,0x1f0001,Port,,
0x82221a78,696,0x600,0x478,Process,msmsgs.exe(1724),
0x82205a20,696,0x608,0x1f0003,Event,,
0x8221e218,696,0x60c,0x1f0003,Event,,
0xe10096c0,852,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,
0xe1637860,852,0x8,0x3,Directory,KnownDlls,
0x824013f0,852,0xc,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},
0x82429710,852,0x10,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0xe18f8940,852,0x14,0xf000f,Directory,Windows,.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e
0xe19d1218,852,0x18,0x21f0001,Port,,
0x81f96eb0,852,0x1c,0x100003,Semaphore,,
0x821f90f8,852,0x20,0x100003,Semaphore,,
0xe19b7d68,852,0x24,0x20f003f,Key,MACHINE,
0x823d7e00,852,0x28,0xf016e,WindowStation,Service-0x0-3e7$,
0x823d7db8,852,0x2c,0x21f0003,Event,,
0x82333aa0,852,0x30,0xf00cf,Desktop,Default,
0x823d7e00,852,0x34,0xf016e,WindowStation,Service-0x0-3e7$,
0x821dcc40,852,0x38,0x100001,File,\Device\KsecDD,
0xe16333f0,852,0x3c,0x2000f,Directory,BaseNamedObjects,
0x82386a90,852,0x40,0x12019f,File,\Device\NamedPipe\net\NtControlPipe1,
0x81f893c8,852,0x44,0x1f0003,Event,,
0x824cc3f0,852,0x48,0x1f0003,Event,,
0x823d78a0,852,0x4c,0x1f0003,Event,,
0x823d7f18,852,0x50,0x1f0003,Event,,
0x81f8c020,852,0x54,0x1f03ff,Thread,TID 856 PID 852,
0x821a0d40,852,0x58,0x1f0003,Event,,
0xe19c05f0,852,0x5c,0x1f0001,Port,,
0x82191028,852,0x68,0x100020,File,\Device\HarddiskVolume1\Program Files\VMware\VMware,
0x823bb9a0,852,0x70,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,Tools
0xe10096c0,868,0x4,0xf0003,KeyedEvent,CritSecOutOfMemoryEvent,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0xe1637860,868,0x8,0x3,Directory,KnownDlls,
0x823bb7a8,868,0xc,0x100020,File,\Device\HarddiskVolume1\WINDOWS\system32,
0x82323ed0,868,0x10,0x100003,Semaphore,,
0xe18f8940,868,0x14,0xf000f,Directory,Windows,
0xe1c5fd58,868,0x18,0x21f0001,Port,,
0x81f7a220,868,0x1c,0x100003,Semaphore,,
0xe16333f0,868,0x20,0x2000f,Directory,BaseNamedObjects,
0x81f7cea8,868,0x24,0x1f0001,Mutant,SHIMLIB_LOG_MUTEX,
0xe19b60d8,868,0x28,0x20f003f,Key,MACHINE,
0x823d7e00,868,0x2c,0xf016e,WindowStation,Service-0x0-3e7$,
0x81fa9d20,868,0x30,0x21f0003,Event,,
0x82333aa0,868,0x34,0xf00cf,Desktop,Default,
0x823d7e00,868,0x38,0xf016e,WindowStation,Service-0x0-3e7$,
0x821b0a90,868,0x3c,0x1f0003,Event,,
0x821e3c40,868,0x40,0x100003,Semaphore,,
0x81fa98f0,868,0x44,0x100003,Semaphore,,
0xe1923820,868,0x48,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824924a0,868,0x4c,0x1f0003,Event,DINPUTWINMM,\DRIVERS32
0x82442ac8,868,0x50,0x100001,File,\Device\KsecDD,
0x81fa08f8,868,0x54,0x1f0003,Event,,
0x81fa04d0,868,0x58,0x1f0003,Event,,
0xe164df00,868,0x5c,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x824013f0,868,0x60,0x1f0003,Semaphore,shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1},\DRIVERS32
0x8220d748,868,0x64,0x1f0003,Event,userenv:  User Profile setup event,
0x820aaf08,868,0x68,0x100020,File,\Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft,
0xe19ef458,868,0x6c,0x8,Token,,.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202
0x81f9f4d0,868,0x70,0x1f0003,Event,,
0x82225c20,868,0x74,0x100003,Semaphore,,
0x822257f8,868,0x78,0x100003,Semaphore,,
0x822253d0,868,0x7c,0x100003,Semaphore,,
0x81fa94c8,868,0x80,0x100003,Semaphore,,
0x8222fc20,868,0x84,0x100003,Semaphore,,
0x8222f7f8,868,0x88,0x100003,Semaphore,,
0x8222f3d0,868,0x8c,0x100003,Semaphore,,
0x821b6eb0,868,0x90,0x100003,Semaphore,,
0x821b6a88,868,0x94,0x100003,Semaphore,,
0x821b6660,868,0x98,0x100003,Semaphore,,
0x81fa8d18,868,0x9c,0x100003,Semaphore,,
0x81fa88f0,868,0xa0,0x100003,Semaphore,,
0x8222e3d8,868,0xa4,0x1f0003,Event,,
0x81fa84d0,868,0xa8,0x1f0003,Event,,
0x821b5eb8,868,0xac,0x1f0003,Event,,
0x82442cd8,868,0xb0,0x1f0003,Event,,
0x821a9020,868,0xb4,0x1f03ff,Thread,TID 872 PID 868,
0x82442ca8,868,0xb8,0x1f0003,Event,,
0x81f98740,868,0xbc,0x12019f,File,\Device\NamedPipe\net\NtControlPipe2,
0xe19f9c28,868,0xc0,0x1f0001,Port,,
0x82531bb8,868,0xc4,0x1f03ff,Thread,TID 1048 PID 868,
0x8219fea8,868,0xc8,0x1f0003,Event,,
0x824ff388,868,0xcc,0x1f0003,Event,,
0x8219fed8,868,0xd0,0x1f0003,Event,,
0x8219fab0,868,0xd4,0x1f0003,Event,,
0x82490188,868,0xd8,0x1f0003,IoCompletion,,
0x82490a10,868,0xdc,0x1f0003,IoCompletion,,
0x82490188,868,0xe0,0x1f0003,IoCompletion,,
0xe197e2c8,868,0xe4,0x20f003f,Key,MACHINE\SOFTWARE\CLASSES,
0xe1976958,868,0xe8,0x20019,Key,MACHINE\SOFTWARE\CLASSES\CLSID,
0xe1986a60,868,0xec,0x20019,Key,MACHINE\SOFTWARE\CLASSES\APPID,
0x8219fa80,868,0xf0,0x1f0003,Event,,
0x81f90ab0,868,0xf4,0x1f0003,Event,,
0x81f90a80,868,0xf8,0x1f0003,Event,,
0x81f90688,868,0xfc,0x1f0003,Event,,
0x8253aa10,868,0x100,0x100000,File,\Device\Dfs,
0xe197e380,868,0x104,0x1f0001,Port,,
0xe197cca8,868,0x108,0x20019,Key,MACHINE\SOFTWARE\MICROSOFT\OLE,
0xe19fd560,868,0x10c,0x1f0001,Port,,
0x8219dd10,868,0x110,0x1f0003,Event,,
0xe1c523e0,868,0x114,0x10,Key,MACHINE\SOFTWARE\MICROSOFT\OLE,
0x821f9ec8,868,0x118,0x1f0003,Timer,,
0x8219d918,868,0x11c,0x21f0003,Event,,
0x81f87c28,868,0x120,0x1f03ff,Thread,TID 904 PID 868,
0x8248ade8,868,0x124,0x1f0003,IoCompletion,,
0x81f83370,868,0x128,0x1f0003,Timer,,
0x81f86998,868,0x12c,0x1f03ff,Thread,TID 912 PID 868,
0xe1978318,868,0x130,0x20019,Key,MACHINE\SOFTWARE\POLICIES,
0x8219d8e8,868,0x134,0x1f0003,Event,,
0xe19b7438,868,0x138,0x10,Key,MACHINE\SOFTWARE\POLICIES,
0xe160bf68,868,0x13c,0x1f0001,Port,actkernel,
0x8219dd40,868,0x140,0x1f0003,Event,,
0x82194240,868,0x144,0x1f03ff,Thread,TID 916 PID 868,
0x82191ab0,868,0x148,0x1f0fff,Process,svchost.exe(948),
0xe1cb7e60,868,0x14c,0xf0007,Section,RotHintTable,
0xe1c94468,868,0x150,0x1f0001,Port,,
0x81fae388,868,0x158,0x100003,Event,,
0x8219e928,868,0x15c,0x1f0001,Mutant,{A3BD3259-3E4F-428a-84C8-F0463A9D3EB5},
0xe1699ed0,868,0x160,0xf0007,Section,{A64C7F33-DA35-459b-96CA-63B51FB0CDB9},
0xe214e228,868,0x164,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER,
0xe1cc4428,868,0x168,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,\LICENSING CORE
0xe20dc328,868,0x16c,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x823e1b18,868,0x170,0x1f0003,Event,,
0xe20de798,868,0x174,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x823e1ae8,868,0x178,0x1f0003,Event,,
0xe20df270,868,0x17c,0x10,Key,USER,
0x823e1ab8,868,0x180,0x1f0003,Event,,
0xe2145328,868,0x184,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x823e1a88,868,0x188,0x1f0003,Event,,
0xe215f448,868,0x18c,0x10,Key,USER,
0x824f6870,868,0x190,0x1f0003,Event,,
0xe1eea730,868,0x194,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x824f6840,868,0x198,0x1f0003,Event,,
0xe20cb9c0,868,0x19c,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x824f6810,868,0x1a0,0x1f0003,Event,,
0xe1eea6c8,868,0x1a4,0xf003f,Key,MACHINE\SOFTWARE\CLASSES\CLSID,
0x824f67e0,868,0x1a8,0x1f0003,Event,,
0xe1f49eb0,868,0x1ac,0xf003f,Key,MACHINE\SOFTWARE\CLASSES,
0x824f67b0,868,0x1b0,0x1f0003,Event,,
0xe20c6020,868,0x1b4,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x824f6780,868,0x1b8,0x1f0003,Event,,
0xe20c60d0,868,0x1bc,0x10,Key,USER,
0x824f63f8,868,0x1c0,0x1f0003,Event,,
0xe20ca748,868,0x1c4,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x824f63c8,868,0x1c8,0x1f0003,Event,,
0xe20ca6b0,868,0x1cc,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\COM3,
0x824f6398,868,0x1d0,0x1f0003,Event,,
0xe21457c8,868,0x1d4,0xf003f,Key,MACHINE\SOFTWARE\CLASSES\CLSID,
0x824f6368,868,0x1d8,0x1f0003,Event,,
0x8206a350,868,0x1dc,0x1f0003,Event,,
0x82224da0,868,0x1e0,0x1f03ff,Thread,TID 1836 PID 868,
0x821b57d8,868,0x1e4,0x1f0003,Event,,
0x82231238,868,0x1e8,0x1f0003,Event,,
0x823271b8,868,0x1ec,0x1f0003,Event,,
0x821af0a8,868,0x1f0,0x1f0003,Event,,
0xe1f58678,868,0x1f4,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\TERMSERVICE\PA,
0x82228da0,868,0x1f8,0x1f03ff,Thread,TID 1916 PID 868,RAMETERS
0xe1ec8110,868,0x1fc,0xf003f,Key,MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION,
0x82181830,868,0x200,0x1f0003,Event,,\WINLOGON
0x8241a488,868,0x204,0x1f0003,Event,,
0x821acc48,868,0x208,0x1f0001,Mutant,,
0x82272b48,868,0x20c,0x1f03ff,Thread,TID 1212 PID 868,
0x821b63c8,868,0x210,0x1f0003,Event,,
0x82224600,868,0x214,0x1f0003,Event,,
0x822256d0,868,0x218,0x1f0003,Event,,
0x821b2690,868,0x21c,0x1f0001,Mutant,,
0x821b28b8,868,0x220,0x1f0001,Mutant,,
0x8242a598,868,0x224,0x120001,Mutant,ShimCacheMutex,
0xe1644fd8,868,0x228,0x2,Section,ShimSharedMemory,
0x821b2bf0,868,0x22c,0x1f0003,Event,,
0x81f9f870,868,0x230,0x1f0003,Event,,
0x81fa0c10,868,0x234,0x1f0001,Mutant,,
0x82429198,868,0x238,0x1f0003,Event,crypt32LogoffEvent,
0x821f1cf0,868,0x23c,0x1f0001,Mutant,,
0x82225798,868,0x240,0x1f0003,Event,,
0x821b2ce0,868,0x244,0x1f0001,Mutant,,
0x82497358,868,0x248,0x1f0003,Event,,
0x821af510,868,0x24c,0x1f0003,Event,,
0x82489aa0,868,0x250,0x1f0003,Event,TermSrvReadyEvent,
0x82402c00,868,0x254,0x100003,Semaphore,,
0x821a3900,868,0x258,0x100003,Semaphore,,
0x82089590,868,0x25c,0x1f0001,Mutant,746bbf3569adEncrypt,
0xe16efd68,868,0x260,0x1f0001,Port,IcaApi,
0x81f81318,868,0x264,0x1f03ff,Thread,TID 1868 PID 868,
0xe21f7c40,868,0x268,0x1f0001,Port,,
0xe1f6e6c8,868,0x26c,0x1f0001,Port,,
0xe1f368a0,868,0x270,0x1f0001,Port,,
0x8242c270,868,0x274,0x1f0003,Event,,
0x81fa0288,868,0x278,0x1f0003,Event,,
0x8243a4e8,868,0x27c,0x1f0003,Event,,
0x821994c0,868,0x280,0x1f0003,Event,,
0x82199550,868,0x284,0x1f0003,Event,,
0xe2154180,868,0x288,0x1f0001,Port,SmSsWinStationApiPort,
0x82199520,868,0x28c,0x1f0003,Event,,
0x8218dd80,868,0x290,0x1f0003,Event,,
0x821994f0,868,0x294,0x1f0003,Event,,
0xe1f533d8,868,0x298,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0x821995b0,868,0x29c,0x1f0003,Event,,ETERS\PROTOCOL_CATALOG9
0xe1f0a818,868,0x2a0,0xf003f,Key,MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINSOCK2\PARAM,
0xe21e84d0,868,0x2a4,0x1f0001,Port,,ETERS\NAMESPACE_CATALOG5
0xe2145930,868,0x2a8,0x1f0001,Port,,
0x81fa77d8,868,0x2ac,0x1f0001,Mutant,,
0x81fa7860,868,0x2b0,0x12019f,File,\Device\Termdd,
0x81fa64a0,868,0x2b4,0x1f0003,Event,WinMMConsoleAudioEvent,
0x82483198,868,0x2b8,0x12019f,File,\Device\Termdd,
0x81f6a128,868,0x2bc,0x1f0fff,Process,csrss.exe(616),
0x8217a128,868,0x2c0,0x1f0fff,Process,winlogon.exe(640),
0x821fa7c8,868,0x2c4,0x1f0003,Event,ReconEvent,
0x81fa6460,868,0x2c8,0x1f0003,Event,TermSrv:  machine GP event,
0x81fa9ef8,868,0x2cc,0x12019f,File,\Device\NamedPipe\Ctx_WinStation_API_service,
0x82174840,868,0x2d0,0x12019f,File,\Device\NamedPipe\Ctx_WinStation_API_service,
0x81fa68c8,868,0x2d4,0x1f0003,Event,,
0x825107a0,868,0x2d8,0x100000,Event,userenv: Machine Group Policy has been applied,
0x823aa308,868,0x2dc,0x1f03ff,Thread,TID 1852 PID 868,
0xe21221b8,868,0x2e0,0x20019,Key,MACHINE\SYSTEM\CONTROLSET001\CONTROL\TERMINAL SERVER,
0xe1f12640,868,0x2e4,0x20019,Key,MACHINE\SOFTWARE\POLICIES,
0x81fa6898,868,0x2e8,0x1f0003,Event,,
0x821b3c80,868,0x2ec,0x1f0003,Event,,
0x81fa6838,868,0x2f0,0x1f0003,Event,,
